"b1-nummer","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","functie","bijzondere functie(s)","post(en) in kabinet(ten)","naam kabinet(ten)","begin periode","einde periode","url"
"03306","Litjens","P.J.M.","Pieter Jan Marie","Pieter","","m","VVD","2e kamerlid","","","","2012-09-20","2014-06-24","http://www.parlementairdocumentatiecentrum.nl/id/vizxeetsx1zy"
"03307","Wout","B.","Bastiaan","Bas","van 't","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vizzce7aemkj"
"03309","Merkies","A.Z.","Arnold Zsoltan","Arnold","","m","SP","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj04b3vw96z0"
"03310","Nispen","M.","Michiel","Michiel","van","m","SP","2e kamerlid","","","","2014-04-02","","http://www.parlementairdocumentatiecentrum.nl/id/vj04bd9qi7z0"
"03311","Siderius","T.E.","Tjitske Elisabeth","Tjitske","","v","SP","2e kamerlid","","","","2013-09-03","2013-11-25","http://www.parlementairdocumentatiecentrum.nl/id/vj04bekexhz1"
"03311","Siderius","T.E.","Tjitske Elisabeth","Tjitske","","v","SP","2e kamerlid","","","","2014-02-06","","http://www.parlementairdocumentatiecentrum.nl/id/vj04bekexhz1"
"03315","Swinkels","H.A.J.M.","Hendrikus Antonius Johannes Maria","Henri","","m","SP","2e kamerlid","","","","2014-05-14","2014-05-28","http://www.parlementairdocumentatiecentrum.nl/id/vj04bt7rkgz6"
"03320","Wassenberg","F.P.","","Frank","","m","PvdD","2e kamerlid","","","","2015-11-17","","http://www.parlementairdocumentatiecentrum.nl/id/vj09kuptt2ks"
"03321","Rog","M.R.J.","Michel Richard Joachim","Michel","","m","CDA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0ac2goeulm"
"03322","Geurts","J.L.","Jacob Lubertus","Jaco","","m","CDA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0ac54vgsln"
"03323","Mulder","A.H.","Agnes Henriëtte","Agnes","","v","CDA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0ac8qc7flo"
"03324","Oskam","P.","Peter","Peter","","m","CDA","2e kamerlid","","","","2012-09-20","2016-01-03","http://www.parlementairdocumentatiecentrum.nl/id/vj0acde4vrpx"
"03325","Heerma","P.E.","Pieter Enneüs","Pieter","","m","CDA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0acjfmy7py"
"03327","Helvert","M.J.F.","Martijn Johanna Franciscus","Martijn","van","m","CDA","2e kamerlid","","","","2014-11-12","","http://www.parlementairdocumentatiecentrum.nl/id/vj0acrfyzytk"
"03328","Amhaouch","M.","Mustafa","Mustafa","","m","CDA","2e kamerlid","","","","2016-01-12","","http://www.parlementairdocumentatiecentrum.nl/id/vj0acwz6u8tl"
"03330","Segers","G.J.M.","Gert Jan Maarten","Gert-Jan","","m","ChristenUnie","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0dhmk176e3"
"03331","Dik-Faber","R.K.","Roelofje Klazina","Carla","","v","ChristenUnie","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0dhxie72ii"
"03332","Bruins","E.E.W.","Eppo Egbert Willem","Eppo","","m","ChristenUnie","2e kamerlid","","","","2015-12-02","","http://www.parlementairdocumentatiecentrum.nl/id/vj0dhyyrqnij"
"03334","Dijkstra","R.J.","Remco Jan","Remco","","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0hibsxkwl8"
"03335","Tellegen","O.C.","Ockje Caroline","Ockje","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0hj0035rt9"
"03336","Oosten","F.","Foort","Foort","van","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0hjpv5o3l8"
"03341","Bonis","D.E.","Dirkje Elisabeth","Désirée","","v","PvdA","2e kamerlid","","","","2012-09-20","2013-06-13","http://www.parlementairdocumentatiecentrum.nl/id/vj0kbaxtj4i0"
"03342","Kerstens","J.W.M.","Johannes Wilhelmus Maria","John","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0kbccdapk6"
"03343","Nijboer","H.","Henk","Henk","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0kbdgay2k7"
"03344","Servaes","M.","Michiel","Michiel","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0kbfx54ok8"
"03345","Kuzu","T.","Tunahan","Tunahan","","m","PvdA","2e kamerlid","","","","2012-09-20","2014-11-13","http://www.parlementairdocumentatiecentrum.nl/id/vj0kbh64f5xu"
"03345","Kuzu","T.","Tunahan","Tunahan","","m","groep-Kuzu/Öztürk (ex-PvdA)","2e kamerlid","","","","2014-11-14","","http://www.parlementairdocumentatiecentrum.nl/id/vj0kbh64f5xu"
"03347","Ellemeet","C.E.","Corinne Elisabeth","Corinne","","v","GroenLinks","2e kamerlid","","","","2014-11-18","2015-03-08","http://www.parlementairdocumentatiecentrum.nl/id/vj0khuxzi6ha"
"03349","Bergkamp","V.A.","Vera Alida","Vera","","v","D66","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0nb7o5dmys"
"03350","Meenen","P.H.","Paul Hendrik","Paul","van","m","D66","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0nbxop3qpz"
"03351","Weyenberg","S.P.R.A.","Steven Peter Robert Albert","Steven","van","m","D66","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0nggwf3or2"
"03352","Sjoerdsma","Sj.W.","Sjoerd Wiemer","Sjoerd","","m","D66","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0nk8ju81lw"
"03353","Bisschop","R.","Roelof","Roelof","","m","SGP","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0ob8scsw3o"
"03360","Wezel","A.M.T.","","Anneke","","v","SP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vj0ph1xv97ux"
"03362","Meijer","M.P.","Margaretha Petronella","Meta","","v","SP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vj0piieonva2"
"03363","Ypma","L.","Loes","Loes","","v","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0rbs37iyln"
"03364","Vries","A.A.","Albertus Anthonie","Albert","de","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0rd5w56pdo"
"03365","Ronnes","H.A.G.","Henricus Antonius Gerardus","Erik","","m","CDA","2e kamerlid","","","","2015-05-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj0ua1ddbavk"
"03370","Weerdenburg","V.D.D.","","Danai","van","v","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vj1xaky7wpqn"
"03376","Klein","N.P.M.","Norbert Pieter Marie","Norbert","","m","50PLUS","2e kamerlid","","","","2012-09-20","2014-06-02","http://www.parlementairdocumentatiecentrum.nl/id/vj2mc67lofnr"
"03376","Klein","N.P.M.","Norbert Pieter Marie","Norbert","","m","50PLUS/Klein","2e kamerlid","","","","2014-06-03","2014-11-12","http://www.parlementairdocumentatiecentrum.nl/id/vj2mc67lofnr"
"03376","Klein","N.P.M.","Norbert Pieter Marie","Norbert","","m","fractie-Klein (ex-50PLUS)","2e kamerlid","","","","2014-11-13","","http://www.parlementairdocumentatiecentrum.nl/id/vj2mc67lofnr"
"03377","Dijk","O.E.Th.","Otwin Evert Theodoor","Otwin","van","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2tajxtu2uo"
"03378","Fokke","H.","Hermanna","Manon","","v","PvdA","2e kamerlid","","","","2012-09-20","2015-09-21","http://www.parlementairdocumentatiecentrum.nl/id/vj2tbh04gduo"
"03378","Fokke","H.","Hermanna","Manon","","v","PvdA","2e kamerlid","","","","2016-01-12","","http://www.parlementairdocumentatiecentrum.nl/id/vj2tbh04gduo"
"03379","Baay-Timmerman","M.H.H.","Martina Hendrica Helena","Martine","","v","50PLUS","2e kamerlid","","","","2013-10-22","2014-05-27","http://www.parlementairdocumentatiecentrum.nl/id/vj2uugfz90wj"
"03379","Baay-Timmerman","M.H.H.","Martina Hendrica Helena","Martine","","v","50PLUS/Baay-Timmerman","2e kamerlid","","","","2014-05-28","2014-09-09","http://www.parlementairdocumentatiecentrum.nl/id/vj2uugfz90wj"
"03380","Oosenbrug-Blokland","R.F.A.","Roberta Francina Astrid","Astrid","","v","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uuu32c4ng"
"03381","Vos","J.C.","Johannes Cornelis","Jan","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uuxzzq7zj"
"03382","Maij","M.E.","Marit Elisabeth","Marit","","v","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uuz8n50zk"
"03383","Öztürk","S.","Selçuk","Selçuk","","m","PvdA","2e kamerlid","","","","2012-11-08","2014-11-13","http://www.parlementairdocumentatiecentrum.nl/id/vj2uv164l5zq"
"03383","Öztürk","S.","Selçuk","Selçuk","","m","groep-Kuzu/Öztürk (ex-PvdA)","2e kamerlid","","","","2014-11-14","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uv164l5zq"
"03384","Tanamal","G.S.I.A.","Grace Sylvia Ingrid Annemarie","Grace","","v","PvdA","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uv3i1tbzr"
"03385","Veen","M.Sj.","Michiel Sjouke","Michiel","van","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uv6lcs7zs"
"03386","Rutte","A.C.L.","Arno Cor Lars","Arno","","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uve3pvmzt"
"03387","Schut-Welkzijn","A.","Anoushka","Anoushka","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vj2uvsko7pzu"
"03390","Beek","M.J.","","Martin","van","m","PVV","1e kamerlid","","","","2012-10-02","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vj36a2vptpv8"
"03391","Kok","C.J.","","Kees","","m","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vj36a8ovmxv9"
"03391","Kok","C.J.","","Kees","","m","PVV","1e kamerlid","fractiesecretaris","","","2012-10-02","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vj36a8ovmxv9"
"03392","Asscher","L.F.","Lodewijk Frans","Lodewijk","","m","PvdA","minister","","Sociale Zaken en Werkgelegenheid","tweede kabinet-Rutte","2012-11-05","","http://www.parlementairdocumentatiecentrum.nl/id/vj42f8sqgyr4"
"03392","Asscher","L.F.","Lodewijk Frans","Lodewijk","","m","PvdA","minister","","Viceminister-president","tweede kabinet-Rutte","2012-11-05","","http://www.parlementairdocumentatiecentrum.nl/id/vj42f8sqgyr4"
"03393","Rijn","M.J.","Maarten Johannes","Martin","van","m","PvdA","staatssecretaris","","Volksgezondheid, Welzijn en Sport","tweede kabinet-Rutte","2012-11-05","","http://www.parlementairdocumentatiecentrum.nl/id/vj46fcrjfu8n"
"03394","Dekker","S.","Sander","Sander","","m","VVD","staatssecretaris","","Onderwijs, Cultuur en Wetenschap","tweede kabinet-Rutte","2012-11-05","","http://www.parlementairdocumentatiecentrum.nl/id/vj46fesc70px"
"03395","Mansveld","W.J.","Wilma Jacqueline","Wilma","","v","PvdA","staatssecretaris","","Infrastructuur en Milieu","tweede kabinet-Rutte","2012-11-05","2015-10-27","http://www.parlementairdocumentatiecentrum.nl/id/vj46fg8xgvpy"
"03396","Linde","R.E.","Roald Erwin","Roald","van der","m","VVD","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj46jnxpom51"
"03397","Vries","A.","Aukje","Aukje","de","v","VVD","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj46k1q7jr6h"
"03398","Vuijk","R.","Ronald","Ronald","","m","VVD","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj46k5pjygx4"
"03399","Potters","S.C.C.M.","Sjoerd Cornelis Clemens Maria","Sjoerd","","m","VVD","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj46kapldix5"
"03400","Hoogland","D.","Duco","Duco","","m","PvdA","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj46mgk2f2p7"
"03401","Günal-Gezer","S.","Sultan","Sultan","","v","PvdA","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vj47bht9raqc"
"03402","Heerema","R.J.","Rudmer Jornt","Rudmer","","m","VVD","2e kamerlid","","","","2013-09-03","","http://www.parlementairdocumentatiecentrum.nl/id/vj47c233gnqd"
"03405","Laar","R.P.","Roelof Peter","Roelof","van","m","PvdA","2e kamerlid","","","","2013-05-14","","http://www.parlementairdocumentatiecentrum.nl/id/vj7kf3oeg0wl"
"03408","Koning","A.L.","Anne Leonie","Anne","","v","PvdA","1e kamerlid","","","","2013-06-18","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vj9lhj5xp0iu"
"03409","Cegerek","Y.","Yasemin","Yasemin","","v","PvdA","2e kamerlid","","","","2013-06-18","2013-08-21","http://www.parlementairdocumentatiecentrum.nl/id/vjah9jrm3o66"
"03409","Cegerek","Y.","Yasemin","Yasemin","","v","PvdA","2e kamerlid","","","","2013-12-12","","http://www.parlementairdocumentatiecentrum.nl/id/vjah9jrm3o66"
"03410","Volp","M.J.J.","Marie-Janne Judith","Marith","","v","PvdA","2e kamerlid","","","","2013-09-03","","http://www.parlementairdocumentatiecentrum.nl/id/vjcd9n0b7aln"
"03411","Leenders","H.J.M.","Henricus Jozef Maria","Henk","","m","PvdA","2e kamerlid","","","","2013-09-03","2013-12-11","http://www.parlementairdocumentatiecentrum.nl/id/vjcm9du9yiz5"
"03411","Leenders","H.J.M.","Henricus Jozef Maria","Henk","","m","PvdA","2e kamerlid","","","","2014-09-10","","http://www.parlementairdocumentatiecentrum.nl/id/vjcm9du9yiz5"
"03412","Veldman","H.S.","Habbo Siebold","Hayke","","m","VVD","2e kamerlid","","","","2014-06-25","","http://www.parlementairdocumentatiecentrum.nl/id/vjfgb8d2x9od"
"03413","Moors","P.J.M.J.","Peter Jan Mathijs Josef","Perjan","","m","VVD","2e kamerlid","","","","2014-01-14","","http://www.parlementairdocumentatiecentrum.nl/id/vjg8hi52zgw4"
"03414","Wiebes","E.D.","Eric Derk","Eric","","m","VVD","staatssecretaris","","Financiën","tweede kabinet-Rutte","2014-02-04","","http://www.parlementairdocumentatiecentrum.nl/id/vjgzbyhnxexs"
"03417","Wijngaarden","J.","Jeroen","Jeroen","van","m","VVD","2e kamerlid","","","","2014-07-01","","http://www.parlementairdocumentatiecentrum.nl/id/vjkljup9bgw0"
"03418","Kops","A.","Alexander","Alexander","","m","PVV","1e kamerlid","","","","2014-07-08","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vjkybkrveadl"
"03418","Kops","A.","Alexander","Alexander","","m","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjkybkrveadl"
"03420","Zandbrink","W.W.","Wouterus Wilhelmus","Wouter","van","m","PvdA","1e kamerlid","","","","2014-09-23","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vjlrhku2b2wx"
"03421","Vermue","J.G.P.","Joyce Gabriëlle Petrus","Joyce","","v","PvdA","2e kamerlid","","","","2015-09-22","","http://www.parlementairdocumentatiecentrum.nl/id/vjmqlpz7ygo8"
"03422","Brouwer","H.","","Harm","","m","PvdA","2e kamerlid","","","","2015-11-05","2016-01-11","http://www.parlementairdocumentatiecentrum.nl/id/vjpljp945uu1"
"03424","Nijkerken-de Haan","Ch.N.A.","","Chantal","","v","VVD","2e kamerlid","","","","2015-03-31","","http://www.parlementairdocumentatiecentrum.nl/id/vjpljty4h9u2"
"03425","Rombouts","A.G.J.M.","Antonius Gualtherus Josephus Maria","Ton","","m","CDA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjr3inhfgxzg"
"03426","Kesteren","N.J.J.","Nicolaas Johannes Jacobus","Niek Jan","van","m","CDA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjr3iqdanizh"
"03427","Prast","H.M.","Henriëtte Maria","Henriëtte","","v","D66","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjr3m502bbzg"
"03428","Krikke","P.Ch.","Pauline Christine","Pauline","","v","VVD","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjr4favnpobp"
"03429","Lintmeijer","F.C.W.C.","","Frits","","m","GroenLinks","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrbic1s76qg"
"03431","Nooren","J.E.A.M.","Johanna Elisabeth Anna Maria","Jopie","","v","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrbm546p1qg"
"03432","Stienen","C.P.W.J.","","Petra","","v","D66","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrcm3zv8qn8"
"03433","Bredenoord","A.L.","Anne Lydia","Annelien","","v","D66","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrhgcon3sr5"
"03434","Don","H.M.","","Hans-Martin","","m","SP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrhkv7folys"
"03435","Apeldoorn","E.B.","Ernest Bastiaan","Bastiaan","van","m","SP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrhmk2jk0h0"
"03436","Pijlman","H.J.","Hendrik Jan","Henk","","m","D66","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrhnlsna8ld"
"03437","Köhler","F.","Frank","Frank","","m","SP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrimzgaesw1"
"03438","Dijk","D.J.H.","","Diederik","van","m","SGP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrljfja3dic"
"03439","Verheijen","L.H.J.","Lambertus Henricus Johannes","Lambert","","m","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrwdfprlcgc"
"03440","Bikker","M.H.","","Mirjam","","v","ChristenUnie","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjrwexet40gc"
"03448","Teunissen","Ch.","","Christine","","v","PvdD","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjs9iul0rxj3"
"03449","Lange","L.A.","Leendert Arent-Willem","Leendert","de","m","VVD","2e kamerlid","","","","2015-03-31","","http://www.parlementairdocumentatiecentrum.nl/id/vjshff8w58zs"
"03451","Dercksen","R.G.J.","","René","","m","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjsnb96rzjv8"
"03452","Hattem","A.W.J.A.","","Alexander","van","m","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vjsnbdph9wv9"
"09307","Schnabel","P.","Paul","Paul","","m","D66","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vgni2t4riwbv"
"09325","Bijsterveldt-Vliegenthart","J.M.","Janneke Marlene","Marja","van","v","CDA","2e kamerlid","","","","2010-06-17","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vh091adpnkt8"
"09325","Bijsterveldt-Vliegenthart","J.M.","Janneke Marlene","Marja","van","v","CDA","minister","","Onderwijs, Cultuur en Wetenschap(pen)","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vh091adpnkt8"
"09325","Bijsterveldt-Vliegenthart","J.M.","Janneke Marlene","Marja","van","v","CDA","staatssecretaris","","Onderwijs, Cultuur en Wetenschap","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vh091adpnkt8"
