"b1-nummer","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","functie","bijzondere functie(s)","post(en) in kabinet(ten)","naam kabinet(ten)","begin periode","einde periode","url"
"02744","Voorhoeve","J.J.C.","Joris Jacob Clemens","Joris","","m","VVD","minister","","belast met coördinatie van aangelegenheden de Nederlandse Antillen en Aruba betreffend en met de zorg voor aan de Nederlandse Antillen en Aruba te verlenen hulp en bijstand","eerste kabinet-Kok","1994-08-24","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llni81wj"
"02745","Weisglas","F.W.","Frans W.","Frans","","m","","voorzitter Tweede Kamer der Staten-Generaal","","","","2002-05-28","2006-11-30","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnj70z9"
"02745","Weisglas","F.W.","Frans W.","Frans","","m","VVD","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnj70z9"
"02745","Weisglas","F.W.","Frans W.","Frans","","m","VVD","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnj70z9"
"02745","Weisglas","F.W.","Frans W.","Frans","","m","VVD","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnj70z9"
"02745","Weisglas","F.W.","Frans W.","Frans","","m","VVD","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnj70z9"
"02747","Winsemius","P.","Pieter","Pieter","","m","VVD","minister","","Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer","derde kabinet-Balkenende","2006-09-26","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnkd0zb"
"02748","Brinkman","L.C.","Leendert Cornelis","Elco","","m","CDA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnkd0zc"
"02748","Brinkman","L.C.","Leendert Cornelis","Elco","","m","CDA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnkd0zc"
"02751","Dijkstal","H.F.","Henri Frans","Hans","","m","VVD","2e kamerlid","","","","2002-05-23","2002-08-31","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnlc0zf"
"02751","Dijkstal","H.F.","Henri Frans","Hans","","m","VVD","2e kamerlid","fractievoorzitter","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnlc0zf"
"02751","Dijkstal","H.F.","Henri Frans","Hans","","m","VVD","minister","","Binnenlandse Zaken","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnlc0zf"
"02751","Dijkstal","H.F.","Henri Frans","Hans","","m","VVD","minister","","Viceminister-president","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnlc0zf"
"02753","Heemskerck Pillis-Duvekot","S.","Sara","Sari","van","v","VVD","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnmi0zh"
"02754","Heijden","F.J.","Frans Jozef","Frans Jozef","van der","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnngzzi"
"02755","Kamp","M.M.H.","Margaretha Maria Hendrika","Margreet","","v","VVD","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnngzzj"
"02760","Hoekzema","W.K.","Willem Klaas","Willem","","m","VVD","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnplzzo"
"02768","Graafeiland","J.A.","John Adriaan","John","van","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnrqyzw"
"02770","Verbeek","J.W.","Jan Willem","Jan","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnswyzy"
"02771","Schuurman","E.","Egbert","Egbert","","m","ChristenUnie","1e kamerlid","fractievoorzitter","","","2001-03-27","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llntvxzz"
"02771","Schuurman","E.","Egbert","Egbert","","m","ChristenUnie","1e kamerlid","fractievoorzitter","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llntvxzz"
"02771","Schuurman","E.","Egbert","Egbert","","m","ChristenUnie","1e kamerlid","fractievoorzitter","","","2007-06-12","2011-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llntvxzz"
"02771","Schuurman","E.","Egbert","Egbert","","m","RPF","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llntvxzz"
"02771","Schuurman","E.","Egbert","Egbert","","m","RPF","1e kamerlid","fractievoorzitter","","","1999-06-08","2001-03-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llntvxzz"
"02776","Wagemakers","E.Ch.M.","Eduardus Christiaan Maria","Ed","","m","CDA","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnw0xgv"
"02781","Postma","A.","Andries","Andries","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnx6wu0"
"02782","Vos","H.","Hendrik","Henk","","m","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llny5wu1"
"02783","Vermeend","W.A.F.G.","Wilhelmus Adrianus Franciscus Gabriël","Willem","","m","PvdA","2e kamerlid","","","","1998-05-19","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnzbwu2"
"02783","Vermeend","W.A.F.G.","Wilhelmus Adrianus Franciscus Gabriël","Willem","","m","PvdA","2e kamerlid","","","","2002-05-23","2002-07-25","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnzbwu2"
"02783","Vermeend","W.A.F.G.","Wilhelmus Adrianus Franciscus Gabriël","Willem","","m","PvdA","minister","","Sociale Zaken en Werkgelegenheid","tweede kabinet-Kok","2000-03-24","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnzbwu2"
"02783","Vermeend","W.A.F.G.","Wilhelmus Adrianus Franciscus Gabriël","Willem","","m","PvdA","staatssecretaris","","Financiën","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnzbwu2"
"02783","Vermeend","W.A.F.G.","Wilhelmus Adrianus Franciscus Gabriël","Willem","","m","PvdA","staatssecretaris","","Financiën","tweede kabinet-Kok","1998-08-02","2000-03-23","http://www.parlementairdocumentatiecentrum.nl/id/vg09llnzbwu2"
"02785","Leijnse","F.","Frans","Frans","","m","PvdA","1e kamerlid","","","","2003-11-04","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avws"
"02785","Leijnse","F.","Frans","Frans","","m","PvdA","1e kamerlid","","","","2007-06-12","2011-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avws"
"02789","Holdijk","G.","Gerrit","Gerrit","","m","SGP","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avww"
"02789","Holdijk","G.","Gerrit","Gerrit","","m","SGP","1e kamerlid","fractievoorzitter","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avww"
"02789","Holdijk","G.","Gerrit","Gerrit","","m","SGP","1e kamerlid","fractievoorzitter","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avww"
"02789","Holdijk","G.","Gerrit","Gerrit","","m","SGP","1e kamerlid","fractievoorzitter","","","2007-06-12","2011-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avww"
"02789","Holdijk","G.","Gerrit","Gerrit","","m","SGP","1e kamerlid","fractievoorzitter","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo0avww"
"02790","Gelderblom-Lankhout","H.M.","Hanneke Marion","Hanneke","","v","D66","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo1gvwx"
"02792","Berg","J.T.","Jacobus Teunis","Koos","van den","m","SGP","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxj"
"02792","Berg","J.T.","Jacobus Teunis","Koos","van den","m","SGP","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxj"
"02793","Camp","W.G.J.M.","Wilhelmus Gerardus Johannes Maria","Wim","van de","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxk"
"02793","Camp","W.G.J.M.","Wilhelmus Gerardus Johannes Maria","Wim","van de","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxk"
"02793","Camp","W.G.J.M.","Wilhelmus Gerardus Johannes Maria","Wim","van de","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxk"
"02793","Camp","W.G.J.M.","Wilhelmus Gerardus Johannes Maria","Wim","van de","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxk"
"02793","Camp","W.G.J.M.","Wilhelmus Gerardus Johannes Maria","Wim","van de","m","CDA","2e kamerlid","","","","2006-11-30","2009-07-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo3luxk"
"02794","Doelman-Pel","A.","Alida","Ali","","v","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo4kuxl"
"02796","Gelder","W.J.","Willem Johannes","Wim","van","m","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo5quxn"
"02798","Hoop Scheffer","J.G.","Jakob Gijsbert","Jaap","de","m","CDA","2e kamerlid","fractievoorzitter","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo6puxp"
"02798","Hoop Scheffer","J.G.","Jakob Gijsbert","Jaap","de","m","CDA","2e kamerlid","fractievoorzitter","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo6puxp"
"02798","Hoop Scheffer","J.G.","Jakob Gijsbert","Jaap","de","m","CDA","minister","","Buitenlandse Zaken","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo6puxp"
"02798","Hoop Scheffer","J.G.","Jakob Gijsbert","Jaap","de","m","CDA","minister","","Buitenlandse Zaken","tweede kabinet-Balkenende","2003-05-27","2003-12-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo6puxp"
"02801","Visser-van Doorn","M.C.W.","Marijtje Cornelia Willemijntje","Marry","","v","CDA","2e kamerlid","","","","1997-04-15","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo7vtxs"
"02801","Visser-van Doorn","M.C.W.","Marijtje Cornelia Willemijntje","Marry","","v","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo7vtxs"
"02802","Meeter","F.","Friso","Friso","","m","PvdA","1e kamerlid","","","","1997-03-11","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llo8utxt"
"02803","Huys","J.S.","Jozef Servaas","Servaes","","m","PvdA","2e kamerlid","","","","1994-08-30","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloa0txu"
"02804","Kok","W.","Willem","Wim","","m","PvdA","2e kamerlid","","","","1998-05-19","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloazsxv"
"02804","Kok","W.","Willem","Wim","","m","PvdA","minister","","Algemene Zaken","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloazsxv"
"02804","Kok","W.","Willem","Wim","","m","PvdA","minister","","Algemene Zaken","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloazsxv"
"02804","Kok","W.","Willem","Wim","","m","PvdA","minister","","Minister-President","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloazsxv"
"02804","Kok","W.","Willem","Wim","","m","PvdA","minister","","Minister-President","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloazsxv"
"02806","Lilipaly","J.J.","Johan Jehosefat","John","","m","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llobysxx"
"02807","Melkert","A.P.W.","Adrianus Petrus Wilhelmus","Ad","","m","PvdA","2e kamerlid","","","","2002-05-23","2002-10-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09llobysxy"
"02807","Melkert","A.P.W.","Adrianus Petrus Wilhelmus","Ad","","m","PvdA","2e kamerlid","fractievoorzitter","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llobysxy"
"02807","Melkert","A.P.W.","Adrianus Petrus Wilhelmus","Ad","","m","PvdA","minister","","Sociale Zaken en Werkgelegenheid","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llobysxy"
"02808","Soutendijk-van Appeldoorn","M.H.J.","Maria Hendrika Johanna","Marian","","v","CDA","1e kamerlid","","","","2003-06-10","2004-09-27","http://www.parlementairdocumentatiecentrum.nl/id/vg09llod4sxz"
"02808","Soutendijk-van Appeldoorn","M.H.J.","Maria Hendrika Johanna","Marian","","v","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llod4sxz"
"02809","Swildens-Rozendaal","W.J.C.","Wilhelmine Johanna Carolina","Willie","","v","PvdA","2e kamerlid","","","","1994-08-30","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloe3ry0"
"02809","Swildens-Rozendaal","W.J.C.","Wilhelmine Johanna Carolina","Willie","","v","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloe3ry0"
"02811","Terpstra","G.H.","Gerrit Heert","Gerrit","","m","CDA","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llof9ry2"
"02811","Terpstra","G.H.","Gerrit Heert","Gerrit","","m","CDA","1e kamerlid","","","","2007-06-12","2011-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llof9ry2"
"02811","Terpstra","G.H.","Gerrit Heert","Gerrit","","m","CDA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09llof9ry2"
"02811","Terpstra","G.H.","Gerrit Heert","Gerrit","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llof9ry2"
"02812","Traa","M.","Maarten","Maarten","van","m","PvdA","2e kamerlid","","","","1994-05-17","1997-10-20","http://www.parlementairdocumentatiecentrum.nl/id/vg09llog8ry3"
"02814","Verspaget","J.M.","Josephine Maria","Josephine","","v","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloheqy5"
"02817","Wolffensperger","G.J.","Gerrit Jan","Gerrit Jan","","m","D66","2e kamerlid","fractievoorzitter","","","1994-05-17","1997-12-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloidqy8"
"02819","Heerma","E.","Enneüs","Enneüs","","m","CDA","2e kamerlid","fractievoorzitter","","","1994-05-17","1997-04-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09llojjqya"
"02820","Esselink","A.H.","Albert Harman","Berry","","m","CDA","2e kamerlid","","","","1994-05-17","1996-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09llokipyb"
"02821","Smits","M.","Marinus","Ries","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llokipyc"
"02822","Biesheuvel","P.J.","Pieter Jan","Pieter Jan","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llolopyd"
"02822","Biesheuvel","P.J.","Pieter Jan","Pieter Jan","","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llolopyd"
"02824","Reitsma","J.","Jacob","Jacob","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llomnpyf"
"02824","Reitsma","J.","Jacob","Jacob","","m","CDA","2e kamerlid","","","","1998-05-19","2001-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llomnpyf"
"02831","Rooy","Y.C.M.Th.","Yvonne Catharina Maria Theresia","Yvonne","van","v","CDA","2e kamerlid","","","","1994-05-17","1997-08-31","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloosoym"
"02833","Bos","B.R.A.","Bob Roland Aaro","Bob","van den","m","D66","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llopyoyo"
"02837","Baarda","J.","Joeke","Joeke","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llos3nys"
"02837","Baarda","J.","Joeke","Joeke","","m","CDA","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llos3nys"
"02840","Michiels van Kessenich-Hoogendam","I.P.","Irene Petronella","Irene","","v","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llot2nyv"
"02841","Boorsma","P.B.","Peter Bauke","Peter","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llou8nyw"
"02841","Boorsma","P.B.","Peter Bauke","Peter","","m","CDA","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llou8nyw"
"02842","Glasz","J.R.","Jacob Rienk","Jaap","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llov7myx"
"02844","Talsma","H.P.","Hendrik Pieter","Henk","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llowdmyz"
"02845","Tjeenk Willink","H.D.","Herman Diederik","Herman","","m","","voorzitter Eerste Kamer der Staten-Generaal","","","","1991-06-11","1997-03-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloxcmz0"
"02845","Tjeenk Willink","H.D.","Herman Diederik","Herman","","m","PvdA","1e kamerlid","","","","1995-06-13","1997-03-10","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloxcmz0"
"02846","Pit","M.","Meine","Meine","","m","PvdA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09lloyilz1"
"02848","Jaarsma","M.F.","Maria Francisca","Ria","","v","PvdA","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llozhlz3"
"02848","Jaarsma","M.F.","Maria Francisca","Ria","","v","PvdA","1e kamerlid","fractievoorzitter","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llozhlz3"
"02854","Leeuwen","L.M.","Leendert Marten","Luck","van","m","CDA","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp1mkz9"
"02857","Netelenbos","T.","Tine","Tineke","","v","PvdA","2e kamerlid","","","","1998-05-19","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp2skzc"
"02857","Netelenbos","T.","Tine","Tineke","","v","PvdA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp2skzc"
"02857","Netelenbos","T.","Tine","Tineke","","v","PvdA","minister","","Verkeer en Waterstaat","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp2skzc"
"02857","Netelenbos","T.","Tine","Tineke","","v","PvdA","staatssecretaris","","Onderwijs, Cultuur en Wetenschap(pen)","eerste kabinet-Kok","1994-08-22","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp2skzc"
"02858","Vliegenthart","A.M.","Anne Margo","Margo","","v","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp3rkzd"
"02858","Vliegenthart","A.M.","Anne Margo","Margo","","v","PvdA","2e kamerlid","","","","1998-05-19","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp3rkzd"
"02858","Vliegenthart","A.M.","Anne Margo","Margo","","v","PvdA","staatssecretaris","","Volksgezondheid, Welzijn en Sport","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp3rkzd"
"02860","Feenstra","J.J.","Jaap Jelle","Jaap Jelle","","m","PvdA","2e kamerlid","","","","1997-03-18","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp4xjzf"
"02860","Feenstra","J.J.","Jaap Jelle","Jaap Jelle","","m","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp4xjzf"
"02864","Gennip","J.J.A.M.","Judocus Johannes Anthonius Marcus","Jos","van","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp5wjzj"
"02864","Gennip","J.J.A.M.","Judocus Johannes Anthonius Marcus","Jos","van","m","CDA","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp5wjzj"
"02864","Gennip","J.J.A.M.","Judocus Johannes Anthonius Marcus","Jos","van","m","CDA","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp5wjzj"
"02865","Hilarides","L.","Lammert","Lammert","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp5wjzk"
"02865","Hilarides","L.","Lammert","Lammert","","m","VVD","1e kamerlid","","","","1999-06-08","2000-04-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp5wjzk"
"02867","Elsthout","W.","Willem","Willem","","m","CD","2e kamerlid","","","","1997-12-18","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp72jzm"
"02868","Pitstra","T.","Tom","Tom","","m","GroenLinks","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp81izn"
"02868","Pitstra","T.","Tom","Tom","","m","GroenLinks","1e kamerlid","","","","1999-06-08","2001-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp81izn"
"02868","Pitstra","T.","Tom","Tom","","m","GroenLinks","2e kamerlid","","","","2001-06-12","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp81izn"
"02869","Rongen","E.J.","Everardus Johannes","Eef","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp81izo"
"02870","Schuyer","E.H.","Eduard Henri","Eddy","","m","D66","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp97izp"
"02870","Schuyer","E.H.","Eduard Henri","Eddy","","m","D66","1e kamerlid","fractievoorzitter","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp97izp"
"02870","Schuyer","E.H.","Eduard Henri","Eddy","","m","D66","1e kamerlid","fractievoorzitter","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llp97izp"
"02873","Staal","B.","Boele","Boele","","m","D66","1e kamerlid","","","","1995-06-13","1997-12-31","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpa6izs"
"02873","Staal","B.","Boele","Boele","","m","D66","1e kamerlid","","","","2010-06-22","2011-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpa6izs"
"02874","Stevens","W.F.C.","Willem Frans Casimir","Willem","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpbchzt"
"02874","Stevens","W.F.C.","Willem Frans Casimir","Willem","","m","CDA","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpbchzt"
"02875","Veling","K.","Kars","Kars","","m","ChristenUnie","1e kamerlid","","","","2001-03-27","2002-05-14","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpbchzu"
"02875","Veling","K.","Kars","Kars","","m","ChristenUnie","2e kamerlid","fractievoorzitter","","","2002-05-23","2002-11-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpbchzu"
"02875","Veling","K.","Kars","Kars","","m","GPV","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpbchzu"
"02875","Veling","K.","Kars","Kars","","m","GPV","1e kamerlid","fractievoorzitter","","","1999-06-08","2001-03-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpbchzu"
"02876","Vrisekoop","A.","Adriana","Adrienne","","v","D66","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpcbhzv"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","2e kamerlid","","","","2002-05-23","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","2e kamerlid","","","","2003-01-30","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","2e kamerlid","","","","2006-11-30","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","minister","","Economische Zaken","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
